accession,WT_1,WT_2,WT_3
LOC_Os01g55590,520,506,496
LOC_Os02g49050,476,352,358
LOC_Os12g40419,55,39,67
LOC_Os08g17400,1048,807,1013
LOC_Os06g45970,21,0,8
LOC_Os12g21950,1,2,1
LOC_Os03g11680,15,19,9
LOC_Os03g45800,0,3,1
LOC_Os09g37446,42,28,28
LOC_Os07g48270,514,401,548
LOC_Os12g36100,0,0,1
LOC_Os01g54240,794,583,612
LOC_Os10g23100,387,302,392
LOC_Os06g15390,178,199,249
LOC_Os07g37680,154,60,127
LOC_Os04g43450,0,0,0
LOC_Os04g14450,333,244,314
LOC_Os03g22770,1770,1294,1771
LOC_Os05g30695,0,0,0
LOC_Os03g55340,14,8,17
LOC_Os01g56530,3,2,2
LOC_Os01g08540,311,277,339
LOC_Os11g10290,64,61,125
LOC_Os08g04530,14,10,18
LOC_Os04g56390,3,2,1
LOC_Os10g21300,0,10,0
LOC_Os05g13750,0,0,1
LOC_Os05g49250,125,66,73
LOC_Os05g48610,3,2,6
LOC_Os02g09220,4,3,4
LOC_Os02g10010,195,186,172
LOC_Os06g36400,470,470,479
LOC_Os07g42960,948,1489,1459
LOC_Os05g14800,2,2,3
LOC_Os01g07320,2,6,7
LOC_Os07g44790,656,433,484
LOC_Os03g01330,30,13,36
LOC_Os08g33740,93,113,108
LOC_Os01g67000,6007,6286,6076
LOC_Os07g31840,3,2,1
LOC_Os09g17770,204,153,152
LOC_Os03g47300,1,0,0
LOC_Os03g29680,1149,978,1349
LOC_Os12g36870,85,125,118
LOC_Os02g19130,0,0,0
LOC_Os10g16870,0,0,0
LOC_Os05g30430,19,17,20
LOC_Os05g43180,0,0,0
LOC_Os10g42754,57,30,53
LOC_Os11g07230,1369,628,717
LOC_Os08g30660,6,10,7
LOC_Os06g16430,594,560,541
LOC_Os02g01250,472,478,446
LOC_Os05g01880,0,0,0
LOC_Os06g39140,1166,744,1099
LOC_Os06g37710,3,0,0
LOC_Os08g33488,4,1,1
LOC_Os04g10240,432,329,396
LOC_Os05g49620,6,5,8
LOC_Os05g09160,24,14,32
LOC_Os02g43865,1,0,0
LOC_Os07g24480,1,1,1
LOC_Os01g37870,975,975,945
LOC_Os03g21240,1334,1177,1089
LOC_Os04g17730,0,1,2
LOC_Os01g13200,681,446,554
LOC_Os06g41360,627,602,539
LOC_Os07g45100,52,49,65
LOC_Os12g43520,772,744,655
LOC_Os04g56290,1150,1134,1097
LOC_Os07g38900,6,4,12
LOC_Os02g18200,0,0,0
LOC_Os12g13650,6,2,4
LOC_Os05g38820,114,93,117
LOC_Os03g17520,810,1079,1072
LOC_Os05g35240,0,1,1
LOC_Os12g18150,366,338,384
LOC_Os12g37900,16,7,19
LOC_Os05g50420,695,414,587
LOC_Os04g07040,7,1,1
LOC_Os03g55270,482,387,444
LOC_Os11g11040,16,19,6
LOC_Os02g57100,657,801,791
LOC_Os11g06290,80,74,64
LOC_Os03g50350,900,583,689
LOC_Os07g44010,7,7,6
LOC_Os03g55670,135,88,193
LOC_Os07g23970,108,82,103
LOC_Os10g29960,1,0,0
LOC_Os07g39430,1913,1930,1979
LOC_Os08g15190,6,5,3
LOC_Os03g15900,1267,1124,1149
LOC_Os11g05630,0,0,0
LOC_Os06g49660,3,0,0
LOC_Os01g45220,0,0,0
LOC_Os06g39660,50,45,38
LOC_Os06g10070,4,0,3
LOC_Os10g40559,155,134,133
LOC_Os02g26710,1,0,0
LOC_Os12g10750,3,2,11
LOC_Os09g25890,0,0,0
LOC_Os01g48610,142,43,57
LOC_Os08g35210,249,44,98
LOC_Os01g47480,0,0,0
LOC_Os05g44070,0,3,1
LOC_Os08g19050,4,1,5
LOC_Os06g30480,297,222,370
LOC_Os08g08760,1,0,1
LOC_Os03g64130,23,29,17
LOC_Os01g62360,19,18,38
LOC_Os09g15550,0,0,0
LOC_Os02g44930,170,140,200
LOC_Os08g43470,480,397,454
LOC_Os01g58930,0,0,0
LOC_Os05g42980,6,8,7
LOC_Os08g38450,0,0,2
LOC_Os04g55500,991,809,916
LOC_Os08g04000,1,1,0
LOC_Os03g04320,1,1,4
LOC_Os04g31520,0,2,1
LOC_Os01g49270,0,0,1
LOC_Os09g21340,372,322,313
LOC_Os12g12860,1,2,2
LOC_Os09g35740,20,13,15
LOC_Os08g15020,1,0,0
LOC_Os09g17930,0,2,0
LOC_Os07g32140,0,0,1
LOC_Os10g04610,173,137,148
LOC_Os03g52160,43,12,46
LOC_Os02g02670,271,144,178
LOC_Os05g04510,6008,4127,5611
LOC_Os11g38030,1427,1757,1508
LOC_Os04g52980,1,2,1
LOC_Os02g34790,2,1,1
LOC_Os07g01470,3,3,6
LOC_Os02g54930,77,73,72
LOC_Os01g22980,5884,5363,4898
LOC_Os10g41440,639,542,681
LOC_Os05g44340,24,17,22
LOC_Os07g05520,0,0,0
LOC_Os12g34802,1,0,0
LOC_Os02g01340,19434,20837,18290
LOC_Os07g34050,4,2,11
LOC_Os05g37500,1301,1217,1285
LOC_Os10g41400,6930,6556,6094
LOC_Os10g37340,198,248,415
LOC_Os03g14380,743,672,725
LOC_Os04g17030,0,0,0
LOC_Os12g15400,193,132,192
LOC_Os11g38910,64,57,71
LOC_Os06g40220,2,1,1
LOC_Os11g40850,0,0,0
LOC_Os02g27740,132,106,101
LOC_Os01g29240,14,3,7
LOC_Os05g33710,747,828,826
LOC_Os04g49590,38,42,59
LOC_Os01g68560,0,0,1
LOC_Os02g48010,4222,3728,4197
LOC_Os11g39200,5,6,10
LOC_Os11g06770,1,1,1
LOC_Os11g28300,477,450,598
LOC_Os10g14290,2,0,1
LOC_Os02g51610,374,265,294
LOC_Os10g24770,0,0,0
LOC_Os04g48730,821,760,789
LOC_Os02g14800,887,956,798
LOC_Os07g41580,189,177,208
LOC_Os03g47110,2,2,0
LOC_Os07g08080,7,3,10
LOC_Os08g33020,0,0,0
LOC_Os03g08380,4,5,16
LOC_Os10g20910,0,0,0
LOC_Os06g12020,47,54,72
LOC_Os08g07260,18,56,23
LOC_Os10g20630,1866,1439,1757
LOC_Os11g11230,0,0,3
LOC_Os09g19390,7,0,4
LOC_Os07g38090,1379,1061,1363
LOC_Os03g41110,584,529,602
LOC_Os12g43740,1,0,0
LOC_Os09g20910,0,3,2
LOC_Os06g21750,58,75,80
LOC_Os09g28340,99,76,88
LOC_Os09g34200,16,18,13
LOC_Os08g15460,1244,2007,1572
LOC_Os03g25120,5,3,6
LOC_Os02g02930,4,0,0
LOC_Os08g07910,4,3,3
LOC_Os11g18947,1092,877,961
LOC_Os09g32600,85,57,49
LOC_Os08g05970,0,0,1
LOC_Os04g42690,155,141,136
LOC_Os04g53810,117,148,152
LOC_Os04g24140,1898,2004,2284
LOC_Os12g02100,192,146,143
LOC_Os02g29390,1,0,0
LOC_Os04g48200,2,7,3
LOC_Os01g39080,0,0,0
LOC_Os04g39660,1083,829,991
LOC_Os01g49490,78,71,81
LOC_Os06g09170,161,112,156
LOC_Os09g04360,1,1,0
LOC_Os05g02020,906,739,752
LOC_Os06g05750,182,142,185
LOC_Os06g01966,30,72,45
LOC_Os01g25250,1,2,1
LOC_Os01g34100,6,1,8
LOC_Os07g38410,2,3,9
LOC_Os04g24110,19,26,20
LOC_Os01g67500,129,136,99
LOC_Os01g09640,713,416,543
LOC_Os02g22650,40,56,59
LOC_Os05g04680,0,1,1
LOC_Os04g54759,23,16,24
LOC_Os08g34570,0,1,1
LOC_Os06g50600,6,7,9
LOC_Os05g11310,1,3,2
LOC_Os07g31930,4,1,1
LOC_Os12g09584,399,347,314
LOC_Os03g26620,0,1,0
LOC_Os10g29390,27,19,33
LOC_Os10g41330,16,20,48
LOC_Os01g36080,449,395,432
LOC_Os01g15780,159,122,141
LOC_Os07g10720,2380,2265,2374
LOC_Os03g10120,589,463,484
LOC_Os08g33350,119,62,59
LOC_Os02g05610,2,5,4
LOC_Os10g05250,113,32,45
LOC_Os10g10980,37,21,23
LOC_Os08g10300,126,127,124
LOC_Os04g40090,715,449,445
LOC_Os04g21890,41,44,51
LOC_Os02g21570,30,23,25
LOC_Os03g01880,927,799,701
LOC_Os08g05540,82,66,99
LOC_Os01g70980,1050,842,840
LOC_Os08g21541,692,667,673
LOC_Os12g40860,7,3,4
LOC_Os02g17930,0,0,1
LOC_Os08g08592,110,129,134
LOC_Os10g33050,0,0,0
LOC_Os03g52830,258,246,282
LOC_Os04g55230,11177,15099,12457
LOC_Os01g09700,28,1,0
LOC_Os06g47560,0,0,0
LOC_Os03g61960,324,236,303
LOC_Os05g38140,239,360,526
LOC_Os06g12820,0,0,0
LOC_Os04g34230,94,84,58
LOC_Os02g08030,6,4,1
LOC_Os07g03230,1151,1200,1094
LOC_Os05g14370,0,0,0
LOC_Os02g57280,39394,27156,33805
LOC_Os02g40500,62,82,108
LOC_Os04g40390,21,25,24
LOC_Os12g37060,889,684,791
LOC_Os05g46790,0,0,0
LOC_Os12g43430,924,41,131
LOC_Os05g49290,1352,826,1315
LOC_Os01g56235,0,0,1
LOC_Os08g25290,5,4,9
LOC_Os02g48980,142,198,313
LOC_Os03g44150,440,261,343
LOC_Os07g05630,0,0,0
LOC_Os12g06230,0,0,0
LOC_Os02g54080,906,790,886
LOC_Os07g30130,572,700,908
LOC_Os01g63740,0,0,0
LOC_Os09g22460,0,0,0
LOC_Os05g02050,58,47,73
LOC_Os02g17990,145,139,133
LOC_Os06g06850,4,4,2
LOC_Os03g60870,228,134,184
LOC_Os06g08690,0,0,0
LOC_Os01g11000,1,0,0
LOC_Os03g26784,0,0,0
LOC_Os06g30460,691,723,601
LOC_Os02g03010,1227,1811,2066
LOC_Os05g26670,0,0,0
LOC_Os06g45650,3,0,4
LOC_Os05g01870,0,1,2
LOC_Os06g17020,1,0,0
LOC_Os08g38760,0,4,1
LOC_Os03g56500,8,5,8
LOC_Os02g58050,1,0,0
LOC_Os12g42160,13,5,11
LOC_Os06g13460,0,1,3
LOC_Os01g07150,14,8,10
LOC_Os01g12660,0,0,2
LOC_Os12g07790,2,0,2
LOC_Os07g09320,654,607,597
LOC_Os06g43900,1617,2377,2358
LOC_Os04g08749,483,441,424
LOC_Os03g63970,124,112,186
LOC_Os03g38240,0,5,1
LOC_Os11g37080,227,208,187
LOC_Os01g15660,293,269,251
LOC_Os10g03440,138,65,90
LOC_Os01g53970,0,0,0
LOC_Os01g16340,340,357,344
LOC_Os04g47520,182,181,117
LOC_Os07g32440,3,0,2
LOC_Os01g56680,43401,49871,52265
LOC_Os03g36260,0,0,0
LOC_Os07g10770,239,360,253
LOC_Os07g42000,35,12,21
LOC_Os02g04810,253,221,263
LOC_Os05g05280,308,192,280
LOC_Os04g08340,66,41,57
LOC_Os06g12850,0,0,0
LOC_Os02g32490,288,146,192
LOC_Os09g02260,194,158,169
LOC_Os06g44450,17535,9974,13261
LOC_Os01g53040,21,7,9
LOC_Os06g46690,52,26,45
LOC_Os01g72300,5,27,38
LOC_Os06g38594,0,1,2
LOC_Os08g06560,0,0,0
LOC_Os02g17380,251,183,174
LOC_Os11g29850,253,222,241
LOC_Os02g36414,41,23,8
LOC_Os06g07905,38,83,44
LOC_Os01g16890,847,883,932
LOC_Os09g30160,75,78,127
LOC_Os09g26004,628,645,545
LOC_Os05g22716,499,374,764
LOC_Os08g44000,2066,2909,2272
LOC_Os07g42860,4,3,7
LOC_Os03g01090,30,22,25
LOC_Os10g39950,20,7,1
LOC_Os03g01580,209,171,163
LOC_Os06g45710,122,140,135
LOC_Os01g34330,576,432,488
LOC_Os10g38860,0,0,0
LOC_Os01g55820,0,0,1
LOC_Os09g30300,14,12,9
LOC_Os04g21830,0,2,0
LOC_Os03g27003,213,192,176
LOC_Os05g25440,0,0,0
LOC_Os01g34690,11,11,16
LOC_Os03g22830,1284,965,994
LOC_Os08g25670,1,4,0
LOC_Os05g07710,13,34,13
LOC_Os01g51610,1,0,1
LOC_Os02g09440,183,244,166
LOC_Os01g55730,256,221,250
LOC_Os05g05700,3160,2792,2751
LOC_Os10g40160,0,0,0
LOC_Os09g10054,284,179,142
LOC_Os02g12570,263,271,280
LOC_Os06g12190,4,0,9
LOC_Os10g41360,461,391,457
LOC_Os05g50120,31,32,30
LOC_Os02g07340,1097,971,1036
LOC_Os03g42790,0,0,0
LOC_Os10g07229,328,338,258
LOC_Os07g29430,0,1,2
LOC_Os11g09370,2,0,1
LOC_Os09g32800,1042,858,924
LOC_Os02g54340,1338,1116,1047
LOC_Os07g44730,235,182,205
LOC_Os08g24470,0,0,0
LOC_Os08g01460,0,0,0
LOC_Os03g18690,1353,1122,1197
LOC_Os02g06520,450,418,708
LOC_Os07g47950,4,9,9
LOC_Os08g35830,0,1,0
LOC_Os06g08860,137,109,92
LOC_Os04g35390,36,15,18
LOC_Os05g13640,3,4,6
LOC_Os01g52500,6471,4981,4460
LOC_Os03g18840,242,231,235
LOC_Os03g59146,0,0,2
LOC_Os02g51760,62,34,74
LOC_Os01g56640,576,533,560
LOC_Os12g07990,1,1,1
LOC_Os02g24632,1185,949,643
LOC_Os08g23360,461,425,475
LOC_Os02g14720,167,160,156
LOC_Os06g39708,313,334,191
LOC_Os08g34940,7,4,2
LOC_Os09g11270,624,468,592
LOC_Os01g15320,22,21,19
LOC_Os01g55300,364,289,346
LOC_Os01g57968,15058,14418,16341
LOC_Os09g37000,464,437,496
LOC_Os04g01980,143,111,151
LOC_Os01g61680,71,102,222
LOC_Os04g57030,0,0,0
LOC_Os07g45074,594,963,545
LOC_Os02g35530,16,15,33
LOC_Os03g03670,3354,2584,2615
LOC_Os06g29650,125,116,130
LOC_Os07g02100,188,145,164
LOC_Os12g10810,1,3,2
LOC_Os04g54850,1,0,0
LOC_Os12g06080,1,1,0
LOC_Os04g08410,193,184,171
LOC_Os07g05610,1372,1192,1329
LOC_Os07g44670,0,1,3
LOC_Os10g39260,18,0,5
LOC_Os02g51414,60,65,79
LOC_Os05g42250,782,336,418
LOC_Os01g27750,83,74,103
LOC_Os07g32590,1261,1533,1272
LOC_Os07g28830,0,0,0
LOC_Os07g01620,53,43,51
LOC_Os06g01710,75,50,44
LOC_Os08g34710,0,0,0
LOC_Os03g49700,102,85,127
LOC_Os01g60670,6,6,17
LOC_Os07g01150,131,108,144
LOC_Os05g14240,272,208,252
LOC_Os08g03330,0,0,0
LOC_Os06g23530,819,562,639
LOC_Os04g42600,1986,1596,1994
LOC_Os11g34310,307,244,289
LOC_Os07g34390,186,158,202
LOC_Os04g42520,442,320,399
LOC_Os07g49070,1,1,0
LOC_Os01g08200,894,836,784
LOC_Os04g51910,1609,1193,1266
LOC_Os03g03980,11,21,30
LOC_Os11g12410,2,0,3
LOC_Os04g53640,89,70,94
LOC_Os07g06800,356,283,335
LOC_Os09g21330,0,0,0
LOC_Os04g49490,4,10,11
LOC_Os01g58910,182,236,141
LOC_Os02g02980,1133,874,1091
LOC_Os12g11370,181,103,136
LOC_Os09g26920,2,10,8
LOC_Os03g06850,53,18,23
LOC_Os03g59440,0,0,1
LOC_Os02g50350,278,213,200
LOC_Os02g42250,0,0,0
LOC_Os02g37600,441,476,530
LOC_Os01g51530,588,762,814
LOC_Os07g07974,211,162,288
LOC_Os10g35380,968,746,832
LOC_Os04g52230,461,578,527
LOC_Os12g02850,3,4,7
LOC_Os11g47160,13,18,8
LOC_Os03g56050,0,0,0
LOC_Os02g32630,1,0,1
LOC_Os11g05460,0,1,0
LOC_Os04g14510,1678,1456,1524
LOC_Os12g02290,8,8,13
LOC_Os04g46980,13,13,32
LOC_Os07g33280,0,0,2
LOC_Os02g31220,1459,1395,1517
LOC_Os02g44130,3,4,0
LOC_Os06g05070,19,11,4
LOC_Os10g23060,2,1,0
LOC_Os08g38650,0,0,0
LOC_Os07g07920,1,2,0
LOC_Os09g20320,0,0,0
LOC_Os02g28930,0,0,2
LOC_Os01g58140,22,26,48
LOC_Os09g30478,638,588,571
LOC_Os07g27359,10,21,15
LOC_Os02g17760,898,676,827
LOC_Os07g07646,198,228,208
LOC_Os03g01800,0,0,0
LOC_Os12g37730,3,4,0
LOC_Os02g06215,0,0,0
LOC_Os10g23860,0,0,0
LOC_Os08g34040,1,3,2
LOC_Os12g12740,164,149,135
LOC_Os01g49614,190,93,135
LOC_Os01g55530,40,45,41
LOC_Os01g03280,0,0,0
LOC_Os12g07010,2260,2482,2056
LOC_Os07g07530,7,4,4
LOC_Os03g04000,373,247,280
LOC_Os04g56939,261,238,341
LOC_Os05g31350,0,0,0
LOC_Os01g62960,0,0,1
LOC_Os12g22970,1,1,0
LOC_Os08g25140,90,96,90
LOC_Os12g42876,3197,2132,2122
LOC_Os01g47900,88,27,35
LOC_Os05g35360,9,4,1
LOC_Os10g40090,2,5,7
LOC_Os07g01580,0,0,0
LOC_Os01g52430,0,0,0
LOC_Os09g39770,85,89,111
LOC_Os03g03510,1507,1284,1796
LOC_Os08g32085,0,0,5
LOC_Os06g45340,2214,2381,2289
LOC_Os01g22670,0,0,0
LOC_Os01g56930,107,102,177
LOC_Os03g48150,121,106,141
LOC_Os01g16060,121,125,103
LOC_Os04g49610,432,411,423
LOC_Os01g59000,19,19,22
LOC_Os04g20164,4082,3538,3897
LOC_Os11g23790,3976,4049,3944
LOC_Os05g35710,1706,1161,1468
LOC_Os05g34310,0,1,0
LOC_Os04g48300,0,0,4
LOC_Os02g52550,22,18,21
LOC_Os04g11195,9,1,5
LOC_Os07g38280,711,495,598
LOC_Os04g41080,0,0,0
LOC_Os09g02440,118,99,100
LOC_Os06g03610,1,4,6
LOC_Os12g13930,0,0,0
LOC_Os07g08940,0,0,0
LOC_Os05g45040,112,80,121
LOC_Os05g34970,1,0,0
LOC_Os03g18720,605,492,522
LOC_Os11g01594,73,66,71
LOC_Os03g64014,552,511,551
LOC_Os03g07110,271,178,259
LOC_Os09g15430,1120,956,1079
LOC_Os02g08544,2463,2566,2492
LOC_Os11g29690,37,40,35
LOC_Os07g44920,0,2,0
LOC_Os08g29100,299,208,235
LOC_Os04g27860,444,382,362
LOC_Os07g02570,2,0,2
LOC_Os03g49524,0,2,1
LOC_Os01g06000,95,67,88
LOC_Os06g43630,1282,1186,1173
LOC_Os11g35210,24,10,16
LOC_Os03g02380,132,92,144
LOC_Os01g09360,0,0,2
LOC_Os03g30430,2107,2023,2153
LOC_Os05g07950,23,15,13
LOC_Os08g14364,71,59,80
LOC_Os01g54040,40,54,63
LOC_Os03g56410,1088,739,959
LOC_Os03g41350,679,325,380
LOC_Os09g27520,0,1,1
LOC_Os06g23770,21,15,12
LOC_Os07g16490,3,3,4
LOC_Os10g32740,7,0,25
LOC_Os07g31380,1079,733,938
LOC_Os03g47440,0,0,0
LOC_Os09g33480,3495,3021,2968
LOC_Os05g38070,0,0,0
LOC_Os07g07340,52,50,56
LOC_Os01g57580,59,59,53
LOC_Os10g09180,0,2,0
LOC_Os06g01770,661,593,666
LOC_Os08g29400,108,65,86
LOC_Os02g52250,1624,1143,1321
LOC_Os03g36920,1,1,3
LOC_Os07g44610,1695,1174,1081
LOC_Os12g10820,0,0,0
LOC_Os11g41920,34,34,31
LOC_Os05g18530,0,0,0
LOC_Os03g59790,1,0,0
LOC_Os03g08290,3,2,0
LOC_Os01g55795,0,1,1
LOC_Os02g36580,0,0,0
LOC_Os03g40170,14,17,23
LOC_Os08g09900,80,71,66
LOC_Os06g36960,0,0,0
LOC_Os01g70170,1316,1157,1337
LOC_Os05g40990,132,91,131
LOC_Os05g32960,6,11,19
LOC_Os09g02410,37,24,21
LOC_Os05g38280,49,33,20
LOC_Os03g55320,632,690,1006
LOC_Os09g16550,0,3,3
LOC_Os08g39350,550,528,733
LOC_Os04g58340,8,3,7
LOC_Os02g27020,0,0,0
LOC_Os11g11430,5,2,1
LOC_Os04g28020,153,132,154
LOC_Os02g37856,303,201,225
LOC_Os06g24660,2,4,2
LOC_Os07g22240,2,2,0
LOC_Os09g38060,1286,1070,1059
LOC_Os01g57870,73,57,72
LOC_Os09g34330,12,9,6
LOC_Os11g25090,55,45,72
LOC_Os01g67700,0,0,0
LOC_Os01g45960,101,92,77
LOC_Os05g40200,35,52,61
LOC_Os09g23908,0,0,0
LOC_Os09g03390,0,0,0
LOC_Os08g42189,254,205,195
LOC_Os10g05570,0,0,1
LOC_Os12g39110,158,124,171
LOC_Os06g02600,690,613,709
LOC_Os09g28710,0,0,1
LOC_Os05g47980,2053,2140,1844
LOC_Os01g06010,1515,1062,1086
LOC_Os12g19210,0,0,0
LOC_Os05g14390,8,5,5
LOC_Os02g32920,2,3,5
LOC_Os11g45170,0,0,1
LOC_Os03g39190,0,0,0
LOC_Os03g22430,2131,1936,2108
LOC_Os09g32450,328,242,239
LOC_Os03g06170,2,11,20
LOC_Os06g13420,0,0,0
LOC_Os05g05800,758,439,551
LOC_Os06g01890,169,58,114
LOC_Os08g19110,0,0,0
LOC_Os05g45070,9,7,11
LOC_Os08g09280,0,0,0
LOC_Os04g08350,5702,5735,5339
LOC_Os05g44060,6,3,15
LOC_Os05g34900,515,502,469
LOC_Os03g14980,4799,4241,3919
LOC_Os07g28440,1584,1221,1661
LOC_Os06g48960,1495,1506,1953
LOC_Os08g14190,2,1,0
LOC_Os01g39840,133,124,181
LOC_Os07g29190,2,1,2
LOC_Os04g44900,129,120,165
LOC_Os04g53760,53,57,46
LOC_Os01g41530,36,19,37
LOC_Os03g18820,135,176,228
LOC_Os03g10840,5,15,3
LOC_Os02g57210,1,1,1
LOC_Os12g07230,1337,1081,1218
LOC_Os03g42220,730,640,651
LOC_Os01g15410,0,0,0
LOC_Os07g14910,36,39,36
LOC_Os07g12255,7,13,8
LOC_Os10g39970,7,0,2
LOC_Os05g05150,235,132,183
LOC_Os01g24170,0,0,0
LOC_Os11g07690,2,0,0
LOC_Os02g02050,1704,1497,1587
LOC_Os04g40460,6,3,0
LOC_Os04g57890,903,629,734
LOC_Os10g34010,0,3,4
LOC_Os02g53169,35,27,62
LOC_Os07g08150,51,27,84
LOC_Os02g07630,505,442,448
LOC_Os03g01120,6,2,8
LOC_Os01g74040,46,121,155
LOC_Os03g13490,73,45,80
LOC_Os08g29660,168,112,217
LOC_Os09g38930,3,0,1
LOC_Os05g43560,559,453,469
LOC_Os08g15180,0,0,0
LOC_Os07g30610,186,140,140
LOC_Os06g34450,222,137,228
LOC_Os09g29100,0,1,1
LOC_Os06g39810,0,0,0
LOC_Os07g22840,5,3,3
LOC_Os09g02080,0,1,0
LOC_Os01g07070,335,327,346
LOC_Os01g49430,3,0,2
LOC_Os03g08390,265,339,429
LOC_Os12g32960,0,1,0
LOC_Os06g22660,53,69,47
LOC_Os10g33680,1446,1401,1420
LOC_Os05g34770,461,525,676
LOC_Os04g04390,230,216,230
LOC_Os11g01620,0,4,4
LOC_Os01g70050,4,3,2
LOC_Os06g17560,0,5,6
LOC_Os05g20020,0,6,10
LOC_Os06g11520,9,6,8
LOC_Os07g37970,0,0,0
LOC_Os10g21970,0,0,0
LOC_Os01g71010,476,473,416
LOC_Os12g40940,5,4,0
LOC_Os07g27450,102,68,114
LOC_Os03g52330,0,0,0
LOC_Os08g38210,93,114,113
LOC_Os05g36340,400,361,505
LOC_Os01g04910,207,219,171
LOC_Os03g01230,89,63,109
LOC_Os11g03530,41,33,46
LOC_Os03g64390,0,0,1
LOC_Os04g01160,111,91,106
LOC_Os06g01520,5,3,2
LOC_Os04g08060,22,21,28
LOC_Os09g22530,0,0,2
LOC_Os05g05020,107,99,133
LOC_Os11g25030,28,29,0
LOC_Os06g17430,0,7,0
LOC_Os01g62890,108,100,98
LOC_Os09g16560,2,0,0
LOC_Os01g61044,118,50,64
LOC_Os06g08740,3671,3335,3679
LOC_Os07g03810,8,10,5
LOC_Os05g39410,680,399,580
LOC_Os12g12580,321,541,352
LOC_Os09g37300,3,0,3
LOC_Os12g39550,0,0,0
LOC_Os07g01370,1,0,0
LOC_Os11g26660,1,5,2
LOC_Os01g70800,284,269,300
LOC_Os05g02810,0,2,5
LOC_Os01g06620,14,17,18
LOC_Os08g19680,0,2,3
LOC_Os03g56970,378,283,403
LOC_Os03g24160,110,208,242
LOC_Os03g15870,2605,3830,2786
LOC_Os06g24460,1,0,0
LOC_Os01g64900,4,3,2
LOC_Os05g43380,308,230,295
LOC_Os06g06080,779,575,523
ChrUn.fgenesh.mRNA.59,0,1,2
LOC_Os11g30180,0,0,0
LOC_Os03g58330,558,487,539
LOC_Os06g51150,965,692,675
LOC_Os10g08160,0,0,1
LOC_Os12g02220,0,0,0
LOC_Os07g12140,282,245,269
LOC_Os11g06730,3,0,0
LOC_Os02g57580,0,0,3
LOC_Os01g28580,33,29,30
LOC_Os04g56230,4302,3819,3404
LOC_Os02g30170,1,0,1
LOC_Os04g51250,55,43,53
LOC_Os02g13390,0,0,0
LOC_Os01g47290,0,0,0
LOC_Os12g06220,164,164,227
LOC_Os03g10920,12,9,10
LOC_Os12g03690,0,1,0
LOC_Os04g31190,309,278,306
LOC_Os03g20520,785,602,609
LOC_Os01g73900,1044,1048,1047
LOC_Os11g41260,4,1,1
LOC_Os02g03540,468,497,508
LOC_Os01g40710,1353,1517,1583
LOC_Os07g19060,251,199,250
LOC_Os12g43900,0,0,1
LOC_Os11g07900,2,4,4
LOC_Os11g46970,2,0,7
ChrSy.fgenesh.mRNA.88,11,9,6
LOC_Os02g03790,10,20,25
LOC_Os03g48720,8,4,1
LOC_Os06g41490,1,0,0
LOC_Os11g05870,170,105,158
LOC_Os01g36390,4,1,1
LOC_Os02g58530,78,60,65
LOC_Os03g63400,247,319,319
LOC_Os03g56370,618,702,643
LOC_Os04g28980,2,0,0
LOC_Os05g51150,3466,3438,3884
LOC_Os03g42900,777,673,732
LOC_Os02g20500,1,0,0
LOC_Os03g45410,270,224,197
LOC_Os03g51200,60,65,83
LOC_Os08g08084,5,1,1
LOC_Os06g38910,6,3,3
LOC_Os06g06360,23,24,61
LOC_Os01g56090,3,2,0
LOC_Os07g23810,571,937,656
LOC_Os08g43880,2,2,3
LOC_Os12g12190,1,0,1
LOC_Os02g47210,150,104,188
LOC_Os06g50840,815,698,711
LOC_Os02g58740,0,2,3
LOC_Os10g27120,3,2,3
LOC_Os02g10030,1,1,0
LOC_Os01g14550,1,2,3
LOC_Os01g40340,1708,1513,1733
LOC_Os08g05620,1190,800,914
LOC_Os07g03730,26,16,14
LOC_Os02g58220,4,6,7
LOC_Os07g40224,421,357,300
LOC_Os09g37060,10,16,12
LOC_Os05g46920,297,233,285
LOC_Os04g17920,0,0,0
LOC_Os11g28230,2,1,1
LOC_Os03g63060,80,81,63
LOC_Os07g30160,17,5,9
LOC_Os07g19040,2,2,1
LOC_Os04g52050,430,379,363
LOC_Os05g25370,225,203,322
LOC_Os06g27980,1,0,2
LOC_Os10g40584,3,9,8
LOC_Os06g47830,20,18,16
LOC_Os02g46610,1056,762,998
LOC_Os11g14750,1,1,0
LOC_Os12g37890,1728,1600,1811
LOC_Os02g32340,898,697,793
LOC_Os08g21760,427,350,457
LOC_Os03g48830,152,103,147
LOC_Os02g21260,119,107,131
LOC_Os09g35670,203,199,219
ChrSy.fgenesh.mRNA.17,28,25,35
LOC_Os04g42770,54,52,93
LOC_Os12g32850,1,1,0
LOC_Os08g18200,0,1,0
LOC_Os02g03130,0,1,3
LOC_Os01g33000,1134,1374,1560
LOC_Os07g46740,0,0,0
LOC_Os09g27140,160,114,167
LOC_Os06g50330,594,804,1233
LOC_Os06g46090,0,0,0
LOC_Os11g47130,56,38,44
LOC_Os05g29790,0,0,0
LOC_Os09g12410,0,0,0
LOC_Os07g02000,374,315,366
LOC_Os04g27340,0,0,0
LOC_Os01g52530,28,39,45
LOC_Os02g03910,0,0,1
LOC_Os02g09250,25,13,21
LOC_Os11g47640,3,0,0
LOC_Os01g71660,0,0,0
LOC_Os02g44490,0,0,0
